locus_id,go_id,go_name
b0145,GO:0005737,cytoplasm
b0145,GO:0005829,cytosol
b0146,GO:0003677,DNA binding
b0146,GO:0005515,protein binding
b0146,GO:0045893,"positive regulation of transcription, DNA-templated"
b0147,GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity"
b0147,GO:0008664,2'-5'-RNA ligase activity
b0149,GO:0004180,carboxypeptidase activity
b0149,GO:0005515,protein binding
b0149,GO:0005886,plasma membrane
b0149,GO:0005887,integral component of plasma membrane
b0149,GO:0006508,proteolysis
b0149,GO:0008144,drug binding
b0149,GO:0008233,peptidase activity
b0149,GO:0008360,regulation of cell shape
b0149,GO:0008658,penicillin binding
b0149,GO:0008955,peptidoglycan glycosyltransferase activity
b0149,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity
b0149,GO:0009252,peptidoglycan biosynthetic process
b0149,GO:0010165,response to X-ray
b0149,GO:0016020,membrane
b0149,GO:0030288,outer membrane-bounded periplasmic space
b0149,GO:0046677,response to antibiotic
b0149,GO:0071723,lipopeptide binding
b0150,GO:0005506,iron ion binding
b0150,GO:0009279,cell outer membrane
b0150,GO:0015643,toxic substance binding
b0150,GO:0046790,virion binding
b0150,GO:0048037,cofactor binding
b0151,GO:0005524,ATP binding
b0151,GO:0015344,siderophore uptake transmembrane transporter activity
b0151,GO:0015687,ferric-hydroxamate transport
b0151,GO:0043190,ATP-binding cassette (ABC) transporter complex
b0152,GO:0005515,protein binding
b0152,GO:0006810,transport
b0152,GO:0015687,ferric-hydroxamate transport
b0152,GO:0030288,outer membrane-bounded periplasmic space
b0153,GO:0005515,protein binding
b0153,GO:0005886,plasma membrane
b0153,GO:0005887,integral component of plasma membrane
b0153,GO:0015344,siderophore uptake transmembrane transporter activity
b0153,GO:0015687,ferric-hydroxamate transport
b0153,GO:0043190,ATP-binding cassette (ABC) transporter complex
b0154,GO:0005515,protein binding
b0154,GO:0005829,cytosol
b0154,GO:0006782,protoporphyrinogen IX biosynthetic process
b0154,GO:0033014,tetrapyrrole biosynthetic process
b0154,GO:0042286,"glutamate-1-semialdehyde 2,1-aminomutase activity"
b0154,GO:0042802,identical protein binding
b0155,GO:0005886,plasma membrane
b0155,GO:0005887,integral component of plasma membrane
b0155,GO:0006821,chloride transport
b0155,GO:0015299,solute:proton antiporter activity
b0155,GO:0015706,nitrate transport
b0155,GO:0031404,chloride ion binding
b0155,GO:0034220,ion transmembrane transport
b0155,GO:0043168,anion binding
b0155,GO:0071468,cellular response to acidic pH
b0155,GO:1902476,chloride transmembrane transport
b0156,GO:0005506,iron ion binding
b0156,GO:0005829,cytosol
b0156,GO:0009060,aerobic respiration
b0156,GO:0009061,anaerobic respiration
b0156,GO:0016226,iron-sulfur cluster assembly
b0156,GO:0051537,"2 iron, 2 sulfur cluster binding"
b0156,GO:0051539,"4 iron, 4 sulfur cluster binding"
b0156,GO:0051604,protein maturation
b0156,GO:0097428,protein maturation by iron-sulfur cluster transfer
b0157,GO:0005886,plasma membrane
b0158,GO:0015889,cobalamin transport
b0158,GO:0030288,outer membrane-bounded periplasmic space
b0158,GO:0031419,cobalamin binding
b0158,GO:0042597,periplasmic space
b0159,GO:0005829,cytosol
b0159,GO:0008782,adenosylhomocysteine nucleosidase activity
b0159,GO:0008930,methylthioadenosine nucleosidase activity
b0159,GO:0019284,L-methionine salvage from S-adenosylmethionine
b0160,GO:0000287,magnesium ion binding
b0160,GO:0003697,single-stranded DNA binding
b0160,GO:0003924,GTPase activity
b0160,GO:0008832,dGTPase activity
b0160,GO:0015949,nucleobase-containing small molecule interconversion
b0160,GO:0016793,triphosphoric monoester hydrolase activity
b0160,GO:0030145,manganese ion binding
b0160,GO:0042802,identical protein binding
b0160,GO:0043099,pyrimidine deoxyribonucleoside salvage
b0160,GO:0050897,cobalt ion binding
b0161,GO:0004252,serine-type endopeptidase activity
b0161,GO:0005515,protein binding
b0161,GO:0006457,protein folding
b0161,GO:0006508,proteolysis
b0161,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
b0161,GO:0006979,response to oxidative stress
b0161,GO:0009266,response to temperature stimulus
b0161,GO:0030288,outer membrane-bounded periplasmic space
b0161,GO:0042802,identical protein binding
b0162,GO:0003700,DNA binding transcription factor activity
b0162,GO:0045893,"positive regulation of transcription, DNA-templated"
b0166,GO:0005829,cytosol
b0166,GO:0008666,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity"
b0166,GO:0009085,lysine biosynthetic process
b0166,GO:0019877,diaminopimelate biosynthetic process
b0167,GO:0005515,protein binding
b0167,GO:0006464,cellular protein modification process
b0167,GO:0006808,regulation of nitrogen utilization
b0167,GO:0008773,[protein-PII] uridylyltransferase activity
b0168,GO:0005829,cytosol
b0168,GO:0008198,ferrous iron binding
b0168,GO:0070006,metalloaminopeptidase activity
b0168,GO:0070084,protein initiator methionine removal
b0169,GO:0003735,structural constituent of ribosome
b0169,GO:0005515,protein binding
b0169,GO:0006412,translation
b0169,GO:0008270,zinc ion binding
b0169,GO:0022627,cytosolic small ribosomal subunit
b0170,GO:0003746,translation elongation factor activity
b0170,GO:0005085,guanyl-nucleotide exchange factor activity
b0170,GO:0005515,protein binding
b0170,GO:0005737,cytoplasm
b0170,GO:0005829,cytosol
b0170,GO:0008270,zinc ion binding
b0170,GO:0016020,membrane
b0171,GO:0005829,cytosol
b0171,GO:0006221,pyrimidine nucleotide biosynthetic process
b0171,GO:0033862,UMP kinase activity
b0171,GO:0042802,identical protein binding
b0172,GO:0002184,cytoplasmic translational termination
b0172,GO:0005515,protein binding
b0172,GO:0005737,cytoplasm
b0172,GO:0005829,cytosol
b0172,GO:0043023,ribosomal large subunit binding
b0173,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
b0173,GO:0030145,manganese ion binding
b0173,GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
b0173,GO:0042802,identical protein binding
b0173,GO:0051484,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process"
b0173,GO:0070402,NADPH binding
b0174,GO:0000287,magnesium ion binding
b0174,GO:0002094,polyprenyltransferase activity
b0174,GO:0005737,cytoplasm
b0174,GO:0005829,cytosol
b0174,GO:0008834,"di-trans,poly-cis-decaprenylcistransferase activity"
b0174,GO:0009252,peptidoglycan biosynthetic process
b0174,GO:0016094,polyprenol biosynthetic process
b0174,GO:0043164,Gram-negative-bacterium-type cell wall biogenesis
b0175,GO:0004605,phosphatidate cytidylyltransferase activity
b0175,GO:0005886,plasma membrane
b0175,GO:0006655,phosphatidylglycerol biosynthetic process
b0175,GO:0016024,CDP-diacylglycerol biosynthetic process
b0176,GO:0004222,metalloendopeptidase activity
b0176,GO:0005886,plasma membrane
b0176,GO:0005887,integral component of plasma membrane
b0176,GO:0043856,anti-sigma factor antagonist activity
b0176,GO:0045152,antisigma factor binding
b0177,GO:0005515,protein binding
b0177,GO:0009279,cell outer membrane
b0177,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly
b0177,GO:0051205,protein insertion into membrane
b0177,GO:1990063,Bam protein complex
b0178,GO:0001530,lipopolysaccharide binding
b0178,GO:0005515,protein binding
b0178,GO:0005829,cytosol
b0178,GO:0006457,protein folding
b0178,GO:0022417,protein maturation by protein folding
b0178,GO:0030288,outer membrane-bounded periplasmic space
b0178,GO:0032978,protein insertion into membrane from inner side
b0178,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly
b0178,GO:0050821,protein stabilization
b0178,GO:0051082,unfolded protein binding
b0178,GO:0061077,chaperone-mediated protein folding
b0179,GO:0005737,cytoplasm
b0179,GO:0005829,cytosol
b0179,GO:0009245,lipid A biosynthetic process
b0179,GO:0016410,N-acyltransferase activity
b0179,GO:0042802,identical protein binding
b0180,GO:0006633,fatty acid biosynthetic process
b0180,GO:0008693,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity
b0180,GO:0042802,identical protein binding
b0180,GO:0047451,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
b0181,GO:0005737,cytoplasm
b0181,GO:0005829,cytosol
b0181,GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
b0181,GO:0042802,identical protein binding
b0182,GO:0005515,protein binding
b0182,GO:0005543,phospholipid binding
b0182,GO:0005737,cytoplasm
b0182,GO:0005829,cytosol
b0182,GO:0008915,lipid-A-disaccharide synthase activity
b0182,GO:0009245,lipid A biosynthetic process
b0182,GO:0019897,extrinsic component of plasma membrane
b0183,GO:0004523,RNA-DNA hybrid ribonuclease activity
b0183,GO:1990516,ribonucleotide excision repair
b0184,GO:0003887,DNA-directed DNA polymerase activity
b0184,GO:0005515,protein binding
b0184,GO:0005737,cytoplasm
b0184,GO:0005829,cytosol
b0184,GO:0008408,3'-5' exonuclease activity
b0184,GO:0044776,"DNA polymerase III, core complex"
b0185,GO:0005515,protein binding
b0185,GO:0005737,cytoplasm
b0185,GO:0005829,cytosol
b0185,GO:0006633,fatty acid biosynthetic process
b0185,GO:0009329,acetate CoA-transferase complex
b0185,GO:0042759,long-chain fatty acid biosynthetic process
b0185,GO:0042802,identical protein binding
b0186,GO:0005515,protein binding
b0186,GO:0006554,lysine catabolic process
b0186,GO:0008923,lysine decarboxylase activity
b0186,GO:0042802,identical protein binding
b0187,GO:0046872,metal ion binding
b0188,GO:0002136,tRNA wobble base lysidine biosynthesis
b0188,GO:0005829,cytosol
b0188,GO:0006400,tRNA modification
b0188,GO:0032267,tRNA(Ile)-lysidine synthase activity
b0188,GO:0042802,identical protein binding
b0189,GO:0005515,protein binding
b0189,GO:0031554,"regulation of DNA-templated transcription, termination"
b0189,GO:0031564,transcription antitermination
b0191,GO:0004045,aminoacyl-tRNA hydrolase activity
b0191,GO:0043022,ribosome binding
b0191,GO:0072344,rescue of stalled ribosome
b0192,GO:0009279,cell outer membrane
b0192,GO:0010810,regulation of cell-substrate adhesion
b0194,GO:0004827,proline-tRNA ligase activity
b0194,GO:0005829,cytosol
b0194,GO:0006433,prolyl-tRNA aminoacylation
b0194,GO:0043906,Ala-tRNA(Pro) hydrolase activity
b0195,GO:0000049,tRNA binding
b0195,GO:0030488,tRNA methylation
b0195,GO:0089715,tRNA m6t6A37 methyltransferase activity
b0196,GO:0005515,protein binding
b0196,GO:0009242,colanic acid biosynthetic process
b0196,GO:0009279,cell outer membrane
b0196,GO:0031240,external side of cell outer membrane
b0196,GO:0031241,periplasmic side of cell outer membrane
b0196,GO:0035556,intracellular signal transduction
b0197,GO:0015821,methionine transport
b0197,GO:0030288,outer membrane-bounded periplasmic space
b0197,GO:0046658,anchored component of plasma membrane
b0197,GO:0048473,D-methionine transport
b0197,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b0198,GO:0005515,protein binding
b0198,GO:0005886,plasma membrane
b0198,GO:0005887,integral component of plasma membrane
b0198,GO:0015191,L-methionine transmembrane transporter activity
b0198,GO:0015821,methionine transport
b0198,GO:0048473,D-methionine transport
b0198,GO:0048474,D-methionine transmembrane transporter activity
b0198,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b0199,GO:0005515,protein binding
b0199,GO:0005524,ATP binding
b0199,GO:0015191,L-methionine transmembrane transporter activity
b0199,GO:0015821,methionine transport
b0199,GO:0016887,ATPase activity
b0199,GO:0042626,"ATPase activity, coupled to transmembrane movement of substances"
b0199,GO:0048473,D-methionine transport
b0199,GO:0048474,D-methionine transmembrane transporter activity
b0199,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
b0200,GO:0000287,magnesium ion binding
b0200,GO:0005829,cytosol
b0200,GO:0008270,zinc ion binding
b0200,GO:0009244,lipopolysaccharide core region biosynthetic process
b0200,GO:0034200,"D,D-heptose 1,7-bisphosphate phosphatase activity"
b0207,GO:0004033,aldo-keto reductase (NADP) activity
b0207,GO:0047681,aryl-alcohol dehydrogenase (NADP+) activity
b0207,GO:0051596,methylglyoxal catabolic process
b0207,GO:1990002,"methylglyoxal reductase (NADPH-dependent, acetol producing)"
b0208,GO:0006351,"transcription, DNA-templated"
b0208,GO:0010212,response to ionizing radiation
b0210,GO:0005737,cytoplasm
b0210,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity
b0210,GO:0032259,methylation
b0211,GO:0008932,lytic endotransglycosylase activity
b0211,GO:0008933,lytic transglycosylase activity
b0211,GO:0009279,cell outer membrane
b0211,GO:0016020,membrane
b0211,GO:0030288,outer membrane-bounded periplasmic space
b0211,GO:0051353,positive regulation of oxidoreductase activity
b0211,GO:0065007,biological regulation
b0212,GO:0004416,hydroxyacylglutathione hydrolase activity
b0212,GO:0008270,zinc ion binding
b0212,GO:0009408,response to heat
b0212,GO:0009636,response to toxic substance
b0212,GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
b0213,GO:0032259,methylation
b0214,GO:0003676,nucleic acid binding
b0214,GO:0004519,endonuclease activity
b0214,GO:0004523,RNA-DNA hybrid ribonuclease activity
b0214,GO:0005515,protein binding
b0214,GO:0043137,"DNA replication, removal of RNA primer"
b0215,GO:0004527,exonuclease activity
b0215,GO:0005515,protein binding
b0215,GO:0005829,cytosol
b0215,GO:0008408,3'-5' exonuclease activity
b0215,GO:0044776,"DNA polymerase III, core complex"
b0215,GO:0045004,DNA replication proofreading
b0215,GO:0090305,nucleic acid phosphodiester bond hydrolysis
b0218,GO:0005886,plasma membrane
b0220,GO:0030288,outer membrane-bounded periplasmic space
b0220,GO:0050790,regulation of catalytic activity
b0220,GO:0060241,lysozyme inhibitor activity
b0220,GO:0061077,chaperone-mediated protein folding
b0221,GO:0003995,acyl-CoA dehydrogenase activity
b0221,GO:0005886,plasma membrane
b0221,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase
b0222,GO:0005737,cytoplasm
b0222,GO:0005829,cytosol
b0222,GO:0008968,D-sedoheptulose 7-phosphate isomerase activity
b0222,GO:0009244,lipopolysaccharide core region biosynthetic process
b0222,GO:0097367,carbohydrate derivative binding
b0222,GO:1901135,carbohydrate derivative metabolic process
b0223,GO:0005515,protein binding
b0225,GO:0004521,endoribonuclease activity
b0225,GO:0005515,protein binding
b0225,GO:0006402,mRNA catabolic process
b0225,GO:0006415,translational termination
b0225,GO:0016892,"endoribonuclease activity, producing 3'-phosphomonoesters"
b0225,GO:0043022,ribosome binding
b0225,GO:0044010,single-species biofilm formation
b0225,GO:0046677,response to antibiotic
b0226,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding
b0226,GO:0003677,DNA binding
b0226,GO:0005515,protein binding
b0226,GO:0015643,toxic substance binding
b0226,GO:0044010,single-species biofilm formation
b0226,GO:2000143,"negative regulation of DNA-templated transcription, initiation"
b0228,GO:0000014,single-stranded DNA endodeoxyribonuclease activity
b0228,GO:0000405,bubble DNA binding
b0228,GO:0003677,DNA binding
b0228,GO:0003697,single-stranded DNA binding
b0228,GO:0006310,DNA recombination
b0228,GO:0032448,DNA hairpin binding
b0228,GO:0043565,sequence-specific DNA binding
b0231,GO:0000731,DNA synthesis involved in DNA repair
b0231,GO:0003887,DNA-directed DNA polymerase activity
b0231,GO:0005515,protein binding
b0231,GO:0005737,cytoplasm
b0231,GO:0006974,cellular response to DNA damage stimulus
b0231,GO:0009432,SOS response
b0231,GO:0019985,translesion synthesis
b0232,GO:0006355,"regulation of transcription, DNA-templated"
b0232,GO:0006974,cellular response to DNA damage stimulus
b0232,GO:0044092,negative regulation of molecular function
b0233,GO:0004521,endoribonuclease activity
b0233,GO:0017148,negative regulation of translation
b0233,GO:0043023,ribosomal large subunit binding
b0237,GO:0005829,cytosol
b0237,GO:0008270,zinc ion binding
b0237,GO:0016805,dipeptidase activity
b0237,GO:0043171,peptide catabolic process
b0237,GO:0070573,metallodipeptidase activity
b0237,GO:0103046,alanylglutamate dipeptidase activity
b0238,GO:0000310,xanthine phosphoribosyltransferase activity
b0238,GO:0004422,hypoxanthine phosphoribosyltransferase activity
b0238,GO:0005829,cytosol
b0238,GO:0032263,GMP salvage
b0238,GO:0032264,IMP salvage
b0238,GO:0032265,XMP salvage
b0239,GO:0005515,protein binding
b0239,GO:0016787,hydrolase activity
b0239,GO:0043470,regulation of carbohydrate catabolic process
b0240,GO:0005515,protein binding
b0240,GO:0005829,cytosol
b0240,GO:0043623,cellular protein complex assembly
b0240,GO:0045893,"positive regulation of transcription, DNA-templated"
b0241,GO:0046930,pore complex
b0242,GO:0000287,magnesium ion binding
