locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b0112,aroP,aroP,aromatic amino acid:H(+) symporter AroP,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Cra,TyrR,ArgR,Fnr,GlaR",P15993,120178,121551,-,True,False,False,False,True,True,True,True,False,False,True,103.0,963.0,9.3441511505,8.737431557,0.37200237221545684
b0113,pdhR,pdhR;aceC;genA;yacB,DNA-binding transcriptional dual regulator PdhR,Transcription,"RpoD,RpoS,Fnr,Crp,Cra,PdhR,GlaR,OmpR,BtsR",P0ACL9,122092,122856,+,True,False,False,False,False,False,True,True,False,False,False,50.0,,7.947651277,7.613516434,0.6647868010000009
b0114,aceE,aceE,pyruvate dehydrogenase E1 component,Nucleotide transport and metabolism,"RpoD,RpoS,Fnr,NsrR,Crp,Cra,ArcA,PdhR,BtsR",P0AFG8,123017,125680,+,True,False,False,False,True,True,True,True,False,False,True,5547.0,7171.0,10.012647263000002,10.14146979,0.5155402989999995
b0115,aceF,aceF,pyruvate dehydrogenase%2C E2 subunit,Nucleotide transport and metabolism,"RpoD,RpoS,Fnr,NsrR,Crp,Cra,ArcA,PdhR,BtsR",P06959,125695,127587,+,True,False,False,False,True,True,True,True,False,False,True,7531.0,7090.0,9.375254328499999,9.732490007,0.5462952729999984
b0116,lpd,lpdA;lpd,lipoamide dehydrogenase,Nucleotide transport and metabolism,"RpoD,RpoS,Fur,Fnr,Crp,Cra,ArcA,PdhR,Fis,BtsR",P0A9P0,127912,129336,+,False,False,False,False,True,True,True,True,False,False,True,12070.0,8622.0,10.717942605,10.39764468,0.39086104000000077
b0117,yacH,yacH,DUF3300 domain-containing protein YacH,Cell wall/membrane/envelope biogenesis,,P36682,129407,131260,-,True,False,False,False,False,False,True,True,False,True,False,,,1.7867792245,1.466740755,0.3931315799999999
b0118,acnB,acnB;yacI;yacJ,hypothetical protein,Energy production and conversion,"RpoD,ryhB,Fis,Crp,Cra,ArcA,AcnB",P36683,131615,134212,+,False,False,False,False,True,True,True,True,False,False,True,13758.0,5947.0,10.682589945,9.618458331,0.6859512030000001
b0119,yacL,yacL,UPF0231 family protein YacL,Function unknown,"Lrp,cyaR",P0A8E5,134388,134750,+,True,False,False,False,False,False,True,True,False,True,False,,,7.1074654420000005,6.3669239410000005,0.5132685512295927
b0120,speD,speD,S-adenosylmethionine decarboxylase proenzyme,Nucleotide transport and metabolism,RpoD,P0A7F6,134788,135582,-,True,False,False,False,True,True,True,True,False,False,True,806.5,502.0,8.686985131,8.032553097000001,0.5544938690000016
b0121,speE,speE,spermidine synthase,Amino acid transport and metabolism,RpoD,P09158,135598,136464,-,True,False,False,False,True,True,True,True,False,False,True,501.5,673.0,8.6899866625,7.978716125251095,0.48654984874890417
b0122,yacC,yacC,putative lipoprotein YacC,Function unknown,RpoD,P0AA95,136570,136917,-,False,False,False,False,False,False,True,True,False,True,False,,,7.522766605999999,7.160245682,0.4885602329999994
b0123,cueO,cueO;yacK,cuprous oxidase/multicopper oxidase with role in copper homeostasis,"Secondary metabolites biosynthesis, transport, and catabolism","ryhB,CueR",P36649,137083,138633,+,True,False,False,False,True,True,True,True,False,False,True,690.5,797.0,7.5006085735,6.923712707000001,0.8210963530000015
b0124,gcd,gcd,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,"RpoD,Crp,IHF",P15877,138835,141225,-,True,False,False,False,True,True,True,True,False,False,True,62.5,322.0,7.181456225,6.413076876029893,0.9855541620298931
b0125,hpt,hpt,hypoxanthine phosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,Crp,IHF",P0A9M2,141431,141967,+,False,False,False,False,True,True,True,True,False,False,True,761.5,454.0,8.0673233405,7.806884683,0.2839734239771463
b0126,can,can;cynT2;yadF,carbonic anhydrase 2,Inorganic ion transport and metabolism,"RpoD,RpoH,Lrp",P61517,142008,142670,-,False,False,True,False,True,True,True,True,False,False,True,2494.0,1944.0,10.569661870000001,9.640363789,0.6596068309999996
b0127,yadG,yadG,putative ABC transporter ATP-binding protein YadG,Defense mechanisms,,P36879,142779,143705,+,False,False,False,False,False,False,True,True,False,True,True,183.5,297.0,6.281950568,6.280724865,0.26553340399999836
b0128,yadH,yadH,putative ABC transporter membrane subunit YadH,Defense mechanisms,,P0AFN6,143702,144472,+,False,False,False,False,False,False,True,True,False,True,False,,,5.4922880115,5.982543604,0.3138235619999996
b0129,yadI,yadI,putative PTS enzyme IIA component YadI,Carbohydrate transport and metabolism,,P36881,144577,145017,+,True,False,False,False,False,False,True,True,False,True,False,,,4.140941091,4.840126709,0.6668803469999993
b0130,yadE,yadE,putative polysaccharide deacetylase lipoprotein,Carbohydrate transport and metabolism,,P31666,145081,146310,+,False,False,False,False,False,False,True,True,False,True,False,,,3.694759575,3.89757263,0.49163536815319375
b0131,panD,panD,aspartate 1-decarboxylase proenzyme,Coenzyme transport and metabolism,"RpoD,YfeC,gcvB",P0A790,146314,146694,-,True,False,False,False,True,True,True,True,False,False,True,376.0,940.0,9.8488764725,9.183287428,0.7230907630965842
b0132,rpnC,rpnC;yadD,recombination-promoting nuclease RpnC,"Replication, recombination and repair",,P31665,146968,147870,+,True,False,False,False,False,False,True,True,False,True,False,,,2.91642324,3.447095816,0.538982962
b0133,panC,panC,pantothenate synthetase,Coenzyme transport and metabolism,RpoD,P31663,147944,148795,-,False,False,False,False,True,True,True,True,False,False,True,1180.5,1125.0,8.26360412,8.596541589,0.39232369281815416
b0134,panB,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,"RpoD,YidZ",P31057,148807,149601,-,True,False,False,False,True,True,True,True,False,False,True,2180.5,1983.0,8.18009408,8.107231256,0.403931451721113
b0135,yadC,yadC,fimbrial tip-adhesin YadC,Cell motility,Nac,P31058,149715,150953,-,False,False,False,False,False,False,True,True,False,False,False,,,1.766294647,2.044089421,0.4338650099999999
b0136,yadK,yadK,putative fimbrial protein YadK,Cell motility,ppGpp,P37016,151003,151599,-,False,False,False,False,False,False,True,True,False,False,False,,,1.150196053,1.687384786,0.433259335
b0137,yadL,yadL,putative fimbrial protein YadL,Cell motility,YddM,P37017,151626,152231,-,False,False,False,False,False,False,True,True,False,False,False,,,1.7989252525000001,2.041925971,0.46667692400000016
b0138,yadM,yadM,putative fimbrial protein YadM,Cell motility,Nac,P37018,152243,152812,-,True,False,False,False,False,False,True,True,False,False,False,,,1.6940271459999998,2.008337804,0.5332985094514555
b0139,htrE,htrE,putative fimbrial usher protein HtrE,Cell wall/membrane/envelope biogenesis,"RpoD,RpoS,IHF,Lrp,Nac,GlaR",P33129,152829,155426,-,False,False,False,False,False,False,True,True,False,False,False,,,1.19014417,1.5830873645595582,0.40540447944044167
b0140,yadV,yadV;ecpD,putative fimbrial chaperone YadV,Cell wall/membrane/envelope biogenesis,"RpoD,RpoS,IHF,ppGpp",P33128,155461,156201,-,False,False,False,False,False,False,True,True,False,False,False,,,0.37287030299999996,0.688797929,0.300698554
b0141,yadN,yadN,putative fimbrial protein YadN,Cell motility,GlaR,P37050,156299,156883,-,False,False,False,False,False,False,True,True,False,False,False,,,0.8066174934999999,0.77246111,0.35411707216637495
b0142,folK,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,Coenzyme transport and metabolism,"RpoD,RpoS,DksA,ppGpp",P26281,157253,157732,-,True,False,True,False,True,True,True,True,False,False,False,,,6.459804747,5.53539372,0.4727084010000002
b0143,pcnB,pcnB,poly(A) polymerase I,Nucleotide transport and metabolism,"RpoD,RpoS,ppGpp,DksA",P0ABF1,157729,159126,-,True,False,False,False,False,False,True,True,False,False,True,33.5,329.0,8.5871579905,7.856570087000001,0.3442350319999994
b0144,gluQ,gluQ;yadB,glutamyl-Q tRNA(Asp) synthetase,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,DksA",P27305,159186,160112,-,False,False,False,False,False,False,True,True,False,False,False,,,5.230140399,4.696138189265629,0.4828650092656295
b0145,dksA,dksA,RNA polymerase-binding transcription factor DksA,Signal transduction mechanisms,"RpoD,Crp,DksA,ppGpp",P0ABS1,160149,160604,-,False,False,False,False,False,False,True,True,False,False,True,5605.5,1474.0,10.158422210000001,9.819449403,0.2913568053428346
b0146,sfsA,sfsA;sfs1,putative DNA-binding transcriptional regulator of maltose metabolism,Transcription,"RpoD,Crp",P0A823,160782,161486,-,True,False,False,False,False,False,True,True,False,True,False,,,5.7955106525,6.457788775,0.5277824270755573
b0147,thpR,thpR;ligT;yadP,RNA 2'%2C3'-cyclic phosphodiesterase,"Translation, ribosomal structure and biogenesis",,P37025,161501,162031,-,False,False,False,False,False,False,True,True,False,False,False,,,5.5407475105,4.739324492,0.4686693859999993
b0148,hrpB,hrpB;yadO,putative ATP-dependent RNA helicase HrpB,"Replication, recombination and repair",,P37024,162105,164534,+,False,False,False,False,False,False,True,True,False,True,True,,414.0,4.954295095,4.845278086,0.3076021690000008
b0149,mrcB,mrcB;pbpF;ponB,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB,Cell wall/membrane/envelope biogenesis,,P02919,164730,167264,+,True,False,False,False,True,True,True,True,False,False,True,101.0,321.0,5.971312147000001,5.958174443,0.34292218999999946
b0150,fhuA,fhuA;tonA,ferrichrome outer membrane transporter/phage receptor,Inorganic ion transport and metabolism,"RpoD,Fur",P06971,167484,169727,+,True,False,False,False,True,True,False,False,False,False,True,867.0,1722.0,8.262623095999999,7.68017287,0.8737349999999999
b0151,fhuC,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Fur",P07821,169778,170575,+,True,False,False,False,True,True,False,False,False,False,True,,133.0,6.2371136830000005,5.4805857520000005,0.8095763829999996
b0152,fhuD,fhuD,iron(III) hydroxamate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,Fur",P07822,170575,171465,+,True,False,False,False,True,True,False,False,False,False,False,,,5.64123089,4.857017169,0.741219842389734
b0153,fhuB,fhuB,iron(III) hydroxamate ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,Fur",P06972,171462,173444,+,False,False,False,False,True,True,True,False,False,False,False,,,4.5208805825,3.924114542,0.7541935259999999
b0154,hemL,hemL;gsa;popC,glutamate-1-semialdehyde aminotransferase,Coenzyme transport and metabolism,"PdhR,FliA,PhoP",P23893,173602,174882,-,False,False,True,True,True,True,True,True,False,False,True,2169.0,1588.0,7.714365219499999,7.6370311,0.33217504200000114
b0155,clcA,clcA;eriC;yadQ,chloride:H(+) antiporter ClcA,Inorganic ion transport and metabolism,,P37019,175107,176528,+,False,False,False,False,True,True,True,True,False,False,False,,,4.993474943000001,5.361009473426591,0.3590255085734091
b4728,yadW,,protein YadW,No COG annotation,,UPI00045B4E45,176552,176617,+,False,False,False,False,False,False,False,False,False,False,False,,,,,
b0156,erpA,erpA;yadR,iron-sulfur cluster insertion protein ErpA,Energy production and conversion,"IscR,ryhB",P0ACC3,176610,176954,+,True,False,True,False,False,True,True,True,False,False,True,2729.5,1229.0,8.53882584,8.644070584785412,0.47541354078541254
b0157,yadS,yadS,conserved inner membrane protein YadS,Function unknown,"RpoD,RpoS,ppGpp",P0AFP0,177001,177624,-,False,False,False,False,False,False,True,True,False,True,False,,,4.5201857615000005,4.476208379,0.5294647192125215
b0158,btuF,btuF;yadT,vitamin B12 ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,RpoS",P37028,177662,178462,-,False,False,False,False,True,True,True,True,False,False,False,,,4.8545033085,4.542036955,0.36515691900000036
b0159,mtn,mtnN;mtn;pfs;yadA,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Nucleotide transport and metabolism,"RpoD,RpoS",P0AF12,178455,179153,-,False,False,False,True,True,True,True,True,False,False,True,2097.0,917.0,8.5413909475,8.168410845,0.2486359999999994
b0160,dgt,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,ppGpp,P15723,179237,180754,+,True,False,False,False,True,True,True,True,False,False,False,3.0,,5.282236066499999,5.451978333,0.2767914710000001
b0161,degP,degP;htrA;ptd,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones","RpoE,H-NS,CpxR",P0C0V0,180884,182308,+,True,False,False,False,False,False,True,True,False,False,True,2137.0,990.0,7.245652731,6.922449324,0.5592545680000001
b0162,cdaR,cdaR;sdaR;yaeG,DNA-binding transcriptional activator CdaR,Transcription,"CdaR,Nac",P37047,182463,183620,+,True,False,False,False,False,False,True,True,False,False,False,,,2.6561579665000004,3.4391162160000004,0.45486854500000007
b0163,yaeH,yaeH,DUF3461 domain-containing protein YaeH,Function unknown,ppGpp,P62768,183709,184095,-,False,False,False,False,False,False,True,True,False,True,True,2220.5,561.0,8.216545203,8.49514305,0.4483731200000012
b0164,yaeI,yaeI,phosphodiesterase YaeI,Function unknown,ppGpp,P37049,184257,185069,-,True,False,False,False,False,False,True,True,False,False,False,,,3.9831079725,3.655763256658057,0.37226873183692266
b0166,dapD,dapD,tetrahydrodipicolinate succinylase,Amino acid transport and metabolism,"RpoD,ArgP,MarA,Rob,SoxS",P0A9D8,185123,185947,-,True,False,True,False,True,True,True,True,False,False,True,6325.5,10419.0,10.407992375,9.936176574,0.5321110960000013
b0167,glnD,glnD,PII uridylyltransferase/uridylyl removing enzyme,"Post-translational modification, protein turnover,and chaperones","Fur,Fnr,MarA,Rob,SoxS",P27249,185978,188650,-,True,False,False,False,False,False,True,True,False,False,True,140.5,151.0,6.135557071000001,5.538434109446452,0.3677482515535475
b0168,map,map,methionine aminopeptidase,Amino acid transport and metabolism,"MarA,Nac,Rob,SoxS",P0AE18,188712,189506,-,True,False,True,True,False,True,True,True,False,False,True,1267.5,1592.0,8.7255737365,8.51355588,0.3085703170000009
b0169,rpsB,rpsB,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp",P0A7V0,189874,190599,+,True,False,True,True,False,True,True,True,False,False,True,22258.0,13019.0,12.492324855,11.6495313,0.34818031000000005
b0170,tsf,tsf,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis","RpoD,RpsB,ppGpp",P0A6P1,190857,191708,+,True,False,True,True,False,True,True,True,False,False,True,12554.0,10498.0,10.64831444,10.35761457,0.28875436000000043
b0171,pyrH,pyrH;smbA,UMP kinase,Nucleotide transport and metabolism,RpoD,P0A7E9,191855,192580,+,False,False,True,False,True,True,True,True,False,False,True,580.0,1128.0,8.6069186835,7.989829159,0.42036987202820075
b0172,frr,frr;rrf,ribosome-recycling factor,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp",P0A805,192872,193429,+,False,False,True,True,False,True,True,True,False,False,True,3664.5,2927.0,10.481874795,9.999222668,0.296457332000001
b0173,dxr,dxr;ispC;yaeM,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Lipid transport and metabolism,,P45568,193521,194717,+,True,False,True,True,True,True,True,True,False,False,True,,133.0,4.8682302685,5.614657165,0.45100941100000025
b0174,ispU,ispU;rth;uppS;yaeS,undecaprenyl diphosphate synthase,Lipid transport and metabolism,ppGpp,P60472,194903,195664,+,False,False,True,False,True,True,True,True,False,False,True,,176.0,7.428148253,7.848508132999999,0.3415403010000002
b0175,cdsA,cdsA;cds,CDP-diglyceride synthetase,Lipid transport and metabolism,ppGpp,P0ABG1,195677,196534,+,False,False,True,True,True,True,True,True,False,False,False,62.5,,6.9924423744999995,6.9665693420000006,0.3041377419999991
b0176,rseP,rseP;ecfE;yaeL,intramembrane zinc metalloprotease,Cell wall/membrane/envelope biogenesis,RpoE,P0AEH1,196546,197898,+,False,False,True,False,False,False,True,True,False,False,True,6.0,164.0,7.7529925745,7.893610217999999,0.20909593699999895
b0177,bamA,bamA;yaeT;yzzN;yzzY,outer membrane protein assembly factor BamA,Cell wall/membrane/envelope biogenesis,"RpoE,YbiH",P0A940,197928,200360,+,False,False,True,False,False,True,True,True,False,False,True,1751.0,1997.0,8.7268162845,8.812919058272664,0.16819640672733627
b0178,skp,skp;hlpA;ompH,periplasmic chaperone Skp,Cell wall/membrane/envelope biogenesis,"RpoE,cpxQ,GadE,CpxR",P0AEU7,200482,200967,+,False,False,False,False,False,False,True,True,False,False,True,6625.0,1430.0,10.164461750000001,9.95989042,0.31853914311982656
b0179,lpxD,lpxD;firA;omsA,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,Cell wall/membrane/envelope biogenesis,"RpoE,GadE,CpxR",P21645,200971,201996,+,False,False,True,True,True,True,True,True,False,False,True,72.5,757.0,9.6258681045,9.28199364688234,0.2578460679786101
b0180,fabZ,fabZ;sefA;yaeA,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase,Lipid transport and metabolism,"RpoE,GadE,CpxR",P0A6Q6,202101,202556,+,False,False,True,False,True,True,True,True,False,False,True,4431.5,2512.0,8.894441540999999,9.346345418387166,0.2961097716128336
b0181,lpxA,lpxA,UDP-N-acetylglucosamine acyltransferase,Cell wall/membrane/envelope biogenesis,"RpoE,GadE,CpxR",P0A722,202560,203348,+,False,False,True,True,True,True,True,True,False,False,True,873.5,877.0,8.629966614,8.739320984252311,0.3211204812523114
b0182,lpxB,lpxB;pgsB,lipid A disaccharide synthase,Cell wall/membrane/envelope biogenesis,"RpoE,ppGpp",P10441,203348,204496,+,False,False,True,True,True,True,True,True,False,False,False,28.0,,7.3207870335,6.977483302,0.3250975398345979
b0183,rnhB,rnhB,RNase HII,"Replication, recombination and repair","RpoE,ppGpp",P10442,204493,205089,+,False,False,False,False,False,False,True,True,False,False,False,20.0,,6.5598001985,6.144389177000001,0.46083878099999964
b0184,dnaE,dnaE;polC,DNA polymerase III subunit alpha,"Replication, recombination and repair","RpoE,ppGpp",P10443,205126,208608,+,False,False,True,False,False,False,True,True,False,False,False,6.0,,6.5615455465000005,6.577666622000001,0.28144200300000044
b0185,accA,accA,acetyl-CoA carboxyltransferase subunit alpha,Lipid transport and metabolism,"RpoD,FadR,AccDA",P0ABD5,208621,209580,+,False,False,True,True,True,True,True,True,False,False,True,2817.5,2292.0,8.8082021865,8.304500496000001,0.3277699049999985
